images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,target domain,source domain,target modality,source modality,Language
E_image_ (2547).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2056).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3636).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2986).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (444).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,trash,i,text,text,EN
E_image_ (1550).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,boy,monday morning,complementary,text,EN
E_image_ (1069).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,cloud,cat,text,image,EN
E_image_ (309).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,me,man,text,image,EN
E_image_ (1694).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1390).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (876).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (935).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),1,complementary,U.S Olympic synchronized napping team,cat,text,image,EN
E_image_ (475).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,virtue;virtue,camouflage;patience,text,text,EN
E_image_ (2899).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,gay brian,rainbow,text,image,EN
E_image_ (2905).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3175).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3991).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3128).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3352).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3941).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3801).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2863).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3557).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1771).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2629).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,storage,cloud,complementary,complementary,EN
E_image_ (1168).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3831).jpg,1(happiness),3(very),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2017).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,woman,miscogyny,image,text,EN
E_image_ (547).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),1,complementary,you;internet,kid;man,text,image,EN
E_image_ (514).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,hope,cake,text,text,EN
E_image_ (3787).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (238).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,image dominant,skull,flower,complementary,image,EN
E_image_ (1644).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (885).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3774).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1302).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3532).jpg,1(happiness),3(very),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1816).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2376).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (424).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,storage,cloud,text,complementary,EN
E_image_ (3604).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (796).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,you,Patrick Star,text,image,EN
E_image_ (2139).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (966).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (550).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,butt,peach,text,image,EN
E_image_ (3336).jpg,3(anger),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (565).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,you;goverment;master,puppet;hand;goverment,text,image,EN
E_image_ (2943).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1308).jpg,3(anger),3(very),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3458).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2314).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3812).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2744).jpg,2(love),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2660).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (634).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,policeman,cat,image,image,EN
E_image_ (3230).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1322).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,complementary,me;me,man;man,text,image,EN
E_image_ (61).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,i,panda,text,image,EN
E_image_ (1853).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1151).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2210).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2932).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3496).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1189).jpg,3(anger),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2802).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3559).jpg,1(happiness),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (1068).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,rainbows,candies,text,image,EN
E_image_ (3673).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1224).jpg,6(hate),2(moderately),3(entertaining),0(non-offensive),1,complementary,flags,underpants,text,image,EN
E_image_ (433).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,trash,cat,text,text,EN
E_image_ (2434).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,image dominant,seal,potato,image,image,EN
E_image_ (1736).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3769).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1998).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2998).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1985).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2255).jpg,2(love),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (794).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,soup;fork,life;I,text,text,EN
E_image_ (2616).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3499).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3537).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1395).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1600).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1723).jpg,2(love),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (824).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3240).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2755).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2503).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (771).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,strength,union,text,complementary,EN
E_image_ (1517).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),1,complementary,your dog,monster,text,image,EN
E_image_ (1426).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3020).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (874).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),1,complementary,baby,Mrs.Bean,image,complementary,EN
E_image_ (859).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2009).jpg,3(anger),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (3058).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (372).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,me,turtle,text,image,EN
E_image_ (526).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,bulb;JOASH,cat;dogs,text,image,EN
E_image_ (688).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,mask,pizza,text,image,EN
E_image_ (3080).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),1,complementary,steve jobs;xebox;apple 2,man;woman;woman,text,image,EN
E_image_ (1866).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,fat kid memes;Kim Jong-un,cloud;Sad Frog,text,image,EN
E_image_ (916).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3106).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3874).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (896).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1545).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1970).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,text dominant,virtue,patience,text,text,EN
E_image_ (2876).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3470).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (890).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (496).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,ice cream;ice cream,Monday;Donald Trump,complementary,complementary,EN
E_image_ (868).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3632).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2265).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2571).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3227).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (2398).jpg,1(happiness),3(very),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (1121).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2396).jpg,2(love),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2979).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (319).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),1,complementary,you,koala,text,image,EN
E_image_ (2224).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (51).jpg,5(fear),3(very),2(expressive),0(non-offensive),1,complementary,me;selfdoubt ,human;bear,text,image,EN
E_image_ (2709).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,,EN
E_image_ (607).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,sheep,wolf,complementary,complementary,EN
E_image_ (69).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,complementary,you,cat,text,image,EN
E_image_ (2041).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2854).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (828).jpg,4(sorrow),1(slightly),1(interactive),1(slightly),0,,,,,,EN
E_image_ (285).jpg,1(happiness),3(very),4(offensive),1(slightly),1,image dominant,Obama,broccoli,image,image,EN
E_image_ (1118).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2961).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1422).jpg,6(hate),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3423).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2259).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3136).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1353).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,you;your mom,dog;dog,text,image,EN
E_image_ (1947).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2661).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2167).jpg,6(hate),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (676).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,me;life;things that I want,cat;hand;food,text,image,EN
E_image_ (1790).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2137).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,complementary,you,kid,text,image,EN
E_image_ (326).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,you,Spongebob squarepants,text,image,EN
E_image_ (3599).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3196).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (602).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,peace;option,pigeon;peace,text,image,EN
E_image_ (1061).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (405).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,wife;mom;me,track;track;train,text,image,EN
E_image_ (3498).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3090).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3327).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),1,image dominant,fish,woman,image,image,EN
E_image_ (2597).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (502).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,sandwich,woman,text,image,EN
E_image_ (2293).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2228).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2964).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1967).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2858).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2771).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (716).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,me,cat,text,image,EN
E_image_ (3700).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3213).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3597).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2482).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2969).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1293).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2066).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (393).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,tears,water,text,image,EN
E_image_ (2281).jpg,3(anger),2(moderately),2(expressive),2(moderately),0,,,,,,EN
E_image_ (2975).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3282).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2468).jpg,4(sorrow),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3121).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (340).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,door,love,text,text,EN
E_image_ (3381).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3438).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2823).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1792).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2697).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (201).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,me,man,text,image,EN
E_image_ (2024).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2970).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3842).jpg,5(fear),1(slightly),4(offensive),2(moderately),1,complementary,you,penguin,text,image,EN
E_image_ (2440).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2657).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3841).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (46).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,me;duck memes;reddit,duck;little duck;water,text,image,EN
E_image_ (1861).jpg,6(hate),2(moderately),4(offensive),3(very),0,,,,,,EN
E_image_ (877).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1870).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1753).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2055).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3156).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (732).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,beach,life,complementary,text,EN
E_image_ (709).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,purgatory,marriage,text,text,EN
E_image_ (1192).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2726).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (920).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3292).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2567).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2965).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3738).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2221).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1342).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3429).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1211).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (130).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,Tik-Tokers;MEMERS,wolf;rabbit,text,image,EN
E_image_ (1613).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3776).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (586).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,lighthouses,books,text,text,EN
E_image_ (1339).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1609).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),1,complementary,man,hot dog,complementary,image,EN
E_image_ (3956).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3309).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2505).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3462).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1534).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3911).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2329).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2454).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (816).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (478).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,virtue,patience,text,text,EN
E_image_ (2435).jpg,3(anger),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1618).jpg,6(hate),1(slightly),1(interactive),1(slightly),0,,,,,,EN
E_image_ (1661).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1271).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2585).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3526).jpg,5(fear),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1173).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1783).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (616).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,hope,rainbow,text,image,EN
E_image_ (449).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,trash,dude,text,text,EN
E_image_ (143).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,elephant,strawberry,text,image,EN
E_image_ (1566).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1928).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2528).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3164).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3155).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2548).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2842).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1507).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (306).jpg,5(fear),1(slightly),4(offensive),1(slightly),1,complementary,utterance,track,text,image,EN
E_image_ (1802).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3658).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (448).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,trash,PUBG,text,text,EN
E_image_ (809).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3089).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3248).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,macintosh,apple,text,text,EN
E_image_ (94).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,knowledge,book,text,image,EN
E_image_ (3284).jpg,7(surprise),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3959).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,you,cat,text,image,EN
E_image_ (814).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1131).jpg,3(anger),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (1033).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (290).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,complementary,you,Squidward Tentacles,text,image,EN
E_image_ (861).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1023).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,the dryer sheets of heart,you,text,text,EN
E_image_ (3989).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3016).jpg,4(sorrow),2(moderately),2(expressive),2(moderately),0,,,,,,EN
E_image_ (3619).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3620).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1483).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1383).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3577).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3431).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1707).jpg,1(happiness),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3924).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3857).jpg,7(surprise),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1982).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3030).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
